name,company,place,salary,education,experience,label,scale,href,key_word
AI语音产品经理,某大型知名整车制造公司,成都-龙泉驿区,20-40k,统招本科,3年以上,某大型知名整车制造公司 融资未公开,5000-10000人,https://www.liepin.com/a/70798355.shtml,AI
AI产品经理,某深圳区块链公司,成都,20-30k,统招本科,经验不限,某深圳区块链公司 融资未公开,100-499人,https://www.liepin.com/a/71184211.shtml,AI
AI安全专家,锐捷网络,成都-武侯区,40-70k·15薪,本科,10年以上,锐捷网络 科创板上市,5000-10000人,https://www.liepin.com/job/1978186855.shtml,AI
AI产品经理,,成都-青羊区,20-30k,统招本科,经验不限,人力资源服务 已上市,10000人以上,https://www.liepin.com/a/70927991.shtml,AI
AI智能体产品经理,某成都大型在线教育公司,成都,25-35k·14薪,学历不限,3-5年,某成都大型在线教育公司 A轮,5000-10000人,https://www.liepin.com/a/69365685.shtml,AI
AI课堂总经理,,成都-青羊区,130-180k,硕士,5-10年,培训服务 已上市,10000人以上,https://www.liepin.com/a/70807453.shtml,AI
项目负责人/全栈（AI）,某合肥咨询服务公司,成都,20-30k·13薪,硕士,5-10年,某合肥咨询服务公司,100-499人,https://www.liepin.com/a/70788231.shtml,AI
AI&大数据架构师（国企）,某知名公司,成都,40-70k,统招本科,10年以上,某知名公司 天使轮,500-999人,https://www.liepin.com/a/71035447.shtml,AI
AI销售专家,,成都,45-55k·15薪,本科,3-5年,互联网 已上市,10000人以上,https://www.liepin.com/a/70020621.shtml,AI
AI智算网络神经中枢芯片,某上海电子/半导体/集成电路公司,成都,100-150k·20薪,统招本科,10年以上,某上海电子/半导体/集成电路公司 A轮,100-499人,https://www.liepin.com/a/69162631.shtml,AI
AI编译器开发(成都),某北京大型电子/半导体/集成电路公司,成都,60-90k,硕士,经验不限,某北京大型电子/半导体/集成电路公司 融资未公开,5000-10000人,https://www.liepin.com/a/70869259.shtml,AI
AI产品经理岗,,成都,15-20k,统招本科,3-5年,食品/饮料/酒水 已上市,2000-5000人,https://www.liepin.com/a/71419771.shtml,AI
AI园区网络架构师 (MJ017667),锐捷网络,成都-武侯区,30-50k·15薪,统招本科,5年以上,锐捷网络 科创板上市,5000-10000人,https://www.liepin.com/job/1979461717.shtml,AI
AI软件工程师（外企）,某北京大型制药公司,成都,40-50k·13薪,硕士,3-5年,某北京大型制药公司 不需要融资,10000人以上,https://www.liepin.com/a/70706827.shtml,AI
UI设计师（AI创新方向）,LingoAce,成都-高新区,8-12k·14薪,统招本科,3年以上,LingoAce C轮,1000-2000人,https://www.liepin.com/job/1979235307.shtml,AI
AI解决方案售前顾问-飞书渠道,字节跳动,成都-武侯区,20-50k·15薪,本科,3-5年,字节跳动,10000人以上,https://www.liepin.com/job/1978411855.shtml,AI
AI中台架构师,某北京大型学术/科研公司,成都,20-40k,统招本科,5-10年,某北京大型学术/科研公司 天使轮,500-999人,https://www.liepin.com/a/71305125.shtml,AI
AI产品经理,广州景烁数据科技有限公司,成都-高新区,15-30k·15薪,统招本科,3年以上,广州景烁数据科技有限公司,5000-10000人,https://www.liepin.com/job/1978788275.shtml,AI
,,,,,,,,https://www.liepin.com/job/1965478829.shtml,AI
AI编译器、算子、通信库、ESL、软硬协同、AI WIFI固件、框架、NIC网卡驱动,某北京电子/半导体/集成电路公司,成都,50-70k·16薪,硕士,5年以上,某北京电子/半导体/集成电路公司 D轮及以上,100-499人,https://www.liepin.com/a/71038723.shtml,AI
AI产品经理,某深圳大型食品/饮料/酒水公司,成都-武侯区,15-25k·13薪,统招本科,5-10年,某深圳大型食品/饮料/酒水公司 战略融资,10000人以上,https://www.liepin.com/a/71108145.shtml,AI
软件工程专家 – AI 开发专家（医药/临床/药物）,某北京大型制药公司,成都,35-55k·14薪,硕士,5-10年,某北京大型制药公司 不需要融资,10000人以上,https://www.liepin.com/a/70726241.shtml,AI
AI运营&培训（通威股份总部）(J10797),通威股份,成都-高新区,13-25k·15薪,统招本科,3-5年,通威股份 沪深A股上市,10000人以上,https://www.liepin.com/job/1973179113.shtml,AI
产品总监(CRM+AI方向) base成都,某广告/公关/会展公司,成都,45-50k·13薪,统招本科,10年以上,某广告/公关/会展公司,100-499人,https://www.liepin.com/a/70958305.shtml,AI
产品经理（AI音频视分析方向）,麦可思数据,成都,20-40k·13薪,统招本科,3年以上,麦可思数据,100-499人,https://www.liepin.com/job/1976855361.shtml,AI
AI产品经理,某机械/设备公司,成都,25-35k,学历不限,10年以上,某机械/设备公司 融资未公开,5000-10000人,https://www.liepin.com/a/69471707.shtml,AI
AI应用工程师（RAG/Agent),友邦资讯科技(广州)有限公司,成都-高新区,20-45k·13薪,统招本科,2-4年,友邦资讯科技(广州)有限公司 港股上市,2000-5000人,https://www.liepin.com/job/1979281555.shtml,AI
AI推理加速研发专家（公有云智能体方向）-成都/上海/北京,某知名公司,成都,40-50k·15薪,统招本科,5-10年,某知名公司 战略融资,2000-5000人,https://www.liepin.com/a/70921529.shtml,AI
AI中台技术负责人,某成都专业技术服务公司,成都,70-100k·15薪,本科,经验不限,某成都专业技术服务公司,100-499人,https://www.liepin.com/a/70466361.shtml,AI
AI Infra中台负责人（大模型首席架构师）,,成都,90-110k·13薪,本科,5-10年,培训服务 已上市,10000人以上,https://www.liepin.com/a/70383075.shtml,AI
AI算法工程师,,成都-青羊区,20-30k,统招本科,经验不限,人力资源服务 已上市,10000人以上,https://www.liepin.com/a/70928067.shtml,AI
AI行业客户经理（职教大客户） (MJ001629),北京神州泰岳软件股份有限公司,成都-金牛区,25-40k,本科,3年以上,北京神州泰岳软件股份有限公司 创业板上市,2000-5000人,https://www.liepin.com/job/1974577415.shtml,AI
java开发工程师（AI自研项目）,麦可思数据,成都,15-20k·13薪,统招本科,3年以上,麦可思数据,100-499人,https://www.liepin.com/job/1979033191.shtml,AI
产品负责人（AI音乐生成方向）,某成都互联网公司,成都,50-75k,学历不限,5-10年,某成都互联网公司 融资未公开,100-499人,https://www.liepin.com/a/70023007.shtml,AI
AI Architect,思特沃克软件技术(西安)有限公司,成都-武侯区,40-50k·14薪,统招本科,5-10年,思特沃克软件技术(西安)有限公司,2000-5000人,https://www.liepin.com/job/1977911029.shtml,AI
Software QA - AI Tester,雷蛇技术开发(深圳)有限公司,成都-高新区,15-20k·13薪,统招本科,3-5年,雷蛇技术开发(深圳)有限公司 融资未公开,500-999人,https://www.liepin.com/job/1978018743.shtml,AI
AI算法工程师,成都万创科技股份有限公司,成都-武侯区,20-40k,硕士,3-5年,成都万创科技股份有限公司 B轮,100-499人,https://www.liepin.com/job/1979207027.shtml,AI
算法工程师（AI+医疗方向）,AI领域独角兽,成都,35-65k·14薪,硕士,3-5年,AI领域独角兽 C轮,100-499人,https://www.liepin.com/a/71115467.shtml,AI
AI&大数据架构师,某大型学术/科研公司,成都,30-60k·15薪,统招本科,5-10年,某大型学术/科研公司 天使轮,500-999人,https://www.liepin.com/a/70952157.shtml,AI
AI产品经理,某国内知名互联网公司,成都,25-40k,统招本科,5-10年,某国内知名互联网公司 已上市,10000人以上,https://www.liepin.com/a/71052441.shtml,AI
AI智算网络芯片-IC验证工程师/经理/总监,某上海计算机软件公司,成都,100-120k·15薪,硕士,5年以上,某上海计算机软件公司,1-49人,https://www.liepin.com/a/69549991.shtml,AI
AI小说推文,成都明全文化传媒有限公司,成都-武侯区,5-10k,学历不限,1-3年,成都明全文化传媒有限公司,100-499人,https://www.liepin.com/job/1977689359.shtml,AI
AI产品经理,某北京大型食品/饮料/酒水公司,成都,20-30k,统招本科,5-10年,某北京大型食品/饮料/酒水公司 战略融资,10000人以上,https://www.liepin.com/a/70836895.shtml,AI
